quoteGroupId,mark,spot,strikePrice,daysToExpiration,vol,symbol,delta,gamma,theta,bid,openInterest,ask,expirationDate,putCall
2021-10-14T06:30:10.0,107.13,3298.75,3195,1,23.036,AMZN_101521C3195,0.921,0.002,-1.84,102.45,139,111.8,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,101.9,3298.75,3200,1,22.621,AMZN_101521C3200,0.912,0.003,-1.946,97.95,5833,105.85,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,95.43,3298.75,3205,1,22.141,AMZN_101521C3205,0.903,0.003,-2.042,92.75,181,98.1,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,90.57,3298.75,3210,1,21.738,AMZN_101521C3210,0.893,0.003,-2.16,88.1,247,93.05,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,85.85,3298.75,3215,1,21.44,AMZN_101521C3215,0.88,0.003,-2.307,83.6,84,88.1,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,81.65,3298.75,3220,1,21.13,AMZN_101521C3220,0.865,0.004,-2.456,79.1,334,84.2,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,76.32,3298.75,3225,1,20.822,AMZN_101521C3225,0.849,0.004,-2.606,73.6,152,79.05,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,73.47,3298.75,3230,1,20.663,AMZN_101521C3230,0.83,0.004,-2.795,69.7,285,77.25,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,67.03,3298.75,3235,1,20.381,AMZN_101521C3235,0.81,0.005,-2.951,64.75,156,69.3,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,64.05,3298.75,3240,1,20.04,AMZN_101521C3240,0.789,0.005,-3.088,60.45,551,67.65,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,59.13,3298.75,3245,1,19.725,AMZN_101521C3245,0.765,0.006,-3.224,56.35,203,61.9,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,54.05,3298.75,3250,1,19.606,AMZN_101521C3250,0.738,0.006,-3.397,52.15,3827,55.95,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,49.83,3298.75,3255,1,19.507,AMZN_101521C3255,0.708,0.006,-3.559,47.9,322,51.75,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,46.38,3298.75,3260,1,19.259,AMZN_101521C3260,0.678,0.007,-3.667,44.2,544,48.55,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,42.25,3298.75,3265,1,18.871,AMZN_101521C3265,0.646,0.007,-3.722,39.35,359,45.15,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,38.3,3298.75,3270,1,18.675,AMZN_101521C3270,0.612,0.007,-3.794,35.4,613,41.2,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,33.53,3298.75,3275,1,18.48,AMZN_101521C3275,0.575,0.008,-3.836,32.05,420,35.0,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,30.25,3298.75,3280,1,18.269,AMZN_101521C3280,0.538,0.008,-3.842,28.5,669,32.0,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,27.25,3298.75,3285,1,18.43,AMZN_101521C3285,0.499,0.008,-3.89,26.25,847,28.25,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,24.08,3298.75,3290,1,18.416,AMZN_101521C3290,0.46,0.008,-3.866,22.9,765,25.25,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,21.2,3298.75,3295,1,18.228,AMZN_101521C3295,0.422,0.008,-3.769,19.85,1046,22.55,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,18.75,3298.75,3300,1,17.952,AMZN_101521C3300,0.382,0.008,-3.618,18.5,8113,19.0,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,16.08,3298.75,3305,1,17.723,AMZN_101521C3305,0.343,0.007,-3.442,14.75,711,17.4,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,14.23,3298.75,3310,1,17.747,AMZN_101521C3310,0.308,0.007,-3.295,14.0,2844,14.45,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,11.7,3298.75,3315,1,17.748,AMZN_101521C3315,0.274,0.007,-3.118,10.7,701,12.7,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,10.0,3298.75,3320,1,17.623,AMZN_101521C3320,0.24,0.006,-2.891,9.3,1791,10.7,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,8.43,3298.75,3325,1,17.674,AMZN_101521C3325,0.211,0.006,-2.693,7.6,938,9.25,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,7.05,3298.75,3330,1,17.544,AMZN_101521C3330,0.181,0.005,-2.44,6.6,1188,7.5,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,5.9,3298.75,3335,1,17.607,AMZN_101521C3335,0.157,0.005,-2.233,5.2,724,6.6,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,4.9,3298.75,3340,1,17.625,AMZN_101521C3340,0.135,0.004,-2.015,4.8,1170,5.0,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,4.0,3298.75,3345,1,17.847,AMZN_101521C3345,0.117,0.004,-1.852,3.5,666,4.5,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,3.4,3298.75,3350,1,17.931,AMZN_101521C3350,0.1,0.003,-1.662,3.3,3680,3.5,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,2.64,3298.75,3355,1,17.983,AMZN_101521C3355,0.085,0.003,-1.473,2.38,901,2.9,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,2.3,3298.75,3360,1,18.133,AMZN_101521C3360,0.072,0.003,-1.317,1.92,1175,2.68,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,1.86,3298.75,3365,1,18.313,AMZN_101521C3365,0.062,0.002,-1.18,1.59,1126,2.13,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,1.61,3298.75,3370,1,18.597,AMZN_101521C3370,0.054,0.002,-1.074,1.38,1779,1.84,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,1.24,3298.75,3375,1,18.781,AMZN_101521C3375,0.046,0.002,-0.956,1.02,1495,1.46,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,1.07,3298.75,3380,1,19.069,AMZN_101521C3380,0.04,0.002,-0.868,0.88,2899,1.25,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.96,3298.75,3385,1,19.436,AMZN_101521C3385,0.036,0.001,-0.802,0.74,5737,1.18,2021-10-15T20:00:00.0,CALL
